Learning Rate,Batch Size,Epoch,Train Accuracy,Train Loss,Test Accurracy,Test Loss
1e-05,8,45,0.49670958518981934,1.5564271211624146,0.40220293402671814,2.08402681350708
1e-05,8,60,0.5848354697227478,2.0702648162841797,0.44158878922462463,3.8161370754241943
1e-05,8,75,0.5603719353675842,1.533892035484314,0.45493993163108826,2.353102445602417
1e-05,8,90,0.40500715374946594,1.6358997821807861,0.34512683749198914,1.9716273546218872
1e-05,8,105,0.5560801029205322,1.816740870475769,0.44759678840637207,2.868365526199341
1e-05,8,120,0.5400572419166565,1.6188369989395142,0.4312416613101959,2.4305717945098877
1e-05,8,135,0.563376247882843,1.700372576713562,0.4399198889732361,2.677891492843628
1e-05,16,15,0.43690988421440125,1.589020848274231,0.37750333547592163,2.014275312423706
1e-05,16,30,0.44978541135787964,1.6341885328292847,0.3825100064277649,2.0758466720581055
1e-05,16,45,0.5529327392578125,1.8144068717956543,0.4495994746685028,2.6992526054382324
1e-05,16,60,0.5,1.662569284439087,0.41255006194114685,2.2547450065612793
1e-05,16,75,0.5609441995620728,1.6417014598846436,0.41655540466308594,3.011897325515747
1e-05,16,90,0.37610873579978943,1.668699026107788,0.33044058084487915,1.9659391641616821
1e-05,16,105,0.44248926639556885,1.631217122077942,0.3861815631389618,1.9546949863433838
1e-05,16,120,0.44034335017204285,1.6927084922790527,0.3598130941390991,2.261497974395752
1e-05,16,135,0.4841201603412628,1.6443099975585938,0.3961949348449707,2.2994253635406494
1e-05,32,15,0.5241773724555969,1.777570366859436,0.43457943201065063,2.5667572021484375
1e-05,32,30,0.5630901455879211,2.127760171890259,0.44726303219795227,3.3704259395599365
1e-05,32,45,0.5414878129959106,1.8609755039215088,0.4502670168876648,2.6791937351226807
1e-05,32,60,0.4095851182937622,1.6634624004364014,0.37616822123527527,1.926119089126587
1e-05,32,75,0.4753934144973755,1.5955225229263306,0.3971962630748749,2.132134437561035
1e-05,32,90,0.5583691000938416,1.7176697254180908,0.4455941319465637,2.6816577911376953
1e-05,32,105,0.568955659866333,1.6129035949707031,0.46662217378616333,2.718003034591675
1e-05,32,120,0.5343347787857056,1.5373210906982422,0.44859811663627625,2.063781499862671
1e-05,32,135,0.5429184436798096,1.6503264904022217,0.43724966049194336,2.544015407562256
1e-05,64,15,0.5008583664894104,1.5072574615478516,0.36949265003204346,2.21785044670105
1e-05,64,30,0.5570815205574036,1.6929376125335693,0.45226970314979553,2.719080924987793
1e-05,64,45,0.5563662648200989,1.7527769804000854,0.4502670168876648,2.6652958393096924
1e-05,64,60,0.4228898286819458,1.6617686748504639,0.3778371214866638,2.1019930839538574
1e-05,64,75,0.41459226608276367,1.6793876886367798,0.328771710395813,2.021292209625244
1e-05,64,90,0.47267526388168335,1.5848572254180908,0.38017356395721436,2.143578052520752
1e-05,64,105,0.5609441995620728,1.977233648300171,0.43090787529945374,3.4492030143737793
1e-05,64,120,0.46838340163230896,1.5857895612716675,0.40954604744911194,2.049806594848633
1e-05,64,135,0.37753933668136597,1.7981318235397339,0.3528037369251251,1.9668923616409302
1e-05,128,15,0.5144492387771606,1.710784912109375,0.4065420627593994,2.4471359252929688
1e-05,128,30,0.5206008553504944,1.6186553239822388,0.4242323040962219,2.367319107055664
1e-05,128,45,0.4616595208644867,1.543171763420105,0.39552736282348633,2.039375066757202
1e-05,128,60,0.403576523065567,1.6481499671936035,0.3791722357273102,1.973924160003662
1e-05,128,75,0.3889842629432678,1.7125499248504639,0.3708277642726898,1.9854145050048828
1e-05,128,90,0.41502144932746887,1.6883732080459595,0.3568090796470642,2.0476725101470947
1e-05,128,105,0.3939914107322693,1.7509143352508545,0.35947930812835693,1.9422950744628906
1e-05,128,120,0.5570815205574036,1.8716927766799927,0.4499332308769226,2.7869436740875244
1e-05,128,135,0.5610872507095337,1.761348009109497,0.43357810378074646,2.8930718898773193
1e-06,1,15,0.567668080329895,1.6583800315856934,0.4138851761817932,2.899747133255005
1e-06,1,30,0.4793991446495056,1.6291394233703613,0.42356476187705994,2.143362522125244
1e-06,1,45,0.5582260489463806,1.7841600179672241,0.43024033308029175,3.005855083465576
1e-06,1,60,0.4753934144973755,1.4923535585403442,0.4132176339626312,2.0105297565460205
1e-06,1,75,0.5597997307777405,1.8014631271362305,0.4465954601764679,2.8078579902648926
1e-06,1,90,0.5373390316963196,1.7615165710449219,0.42723631858825684,2.5406196117401123
1e-06,1,105,0.39856937527656555,1.678575038909912,0.35814419388771057,1.988946557044983
1e-06,1,120,0.4297567903995514,1.6487858295440674,0.3898531496524811,1.9995111227035522
1e-06,1,135,0.5105865597724915,1.4474490880966187,0.4242323040962219,2.03476619720459
1e-06,2,15,0.40629470348358154,1.735153317451477,0.3648197650909424,2.047111749649048
1e-06,2,30,0.4969957172870636,1.4647067785263062,0.42389851808547974,1.9928358793258667
1e-06,2,45,0.5515021681785583,2.1162495613098145,0.46528705954551697,3.0815365314483643
1e-06,2,60,0.4337625205516815,1.676820158958435,0.37983977794647217,2.0313868522644043
1e-06,2,75,0.46566522121429443,1.6270537376403809,0.39552736282348633,2.1381611824035645
1e-06,2,90,0.4573676586151123,1.6138336658477783,0.4102136194705963,2.0725598335266113
1e-06,2,105,0.5555078387260437,1.736477017402649,0.4285714328289032,2.7093753814697266
1e-06,2,120,0.5323318839073181,1.6385868787765503,0.3958611488342285,2.5822041034698486
1e-06,2,135,0.5836910009384155,1.857930302619934,0.44459280371665955,3.17878794670105
1e-06,4,15,0.5636623501777649,1.6370415687561035,0.44025367498397827,2.5877256393432617
1e-06,4,30,0.39213162660598755,1.6872142553329468,0.36582109332084656,2.0211997032165527
1e-06,4,45,0.4715307652950287,1.5129879713058472,0.39052069187164307,1.958295464515686
1e-06,4,60,0.4721029996871948,1.5882505178451538,0.3995327055454254,2.011693239212036
1e-06,4,75,0.5525035858154297,1.7131065130233765,0.4539385735988617,2.8990955352783203
1e-06,4,90,0.4044349193572998,1.714311122894287,0.3744993209838867,1.939421534538269
1e-06,4,105,0.5555078387260437,1.8740034103393555,0.40954604744911194,3.0279853343963623
1e-06,4,120,0.5626609325408936,1.653941035270691,0.44425901770591736,2.660205602645874
1e-06,4,135,0.5713877081871033,1.8097563982009888,0.45226970314979553,2.9718761444091797
1e-06,8,15,0.5768240094184875,1.8180679082870483,0.4399198889732361,3.1402928829193115
1e-06,8,30,0.5484978556632996,1.5788559913635254,0.43658211827278137,2.4540133476257324
1e-06,8,45,0.43004292249679565,1.655925989151001,0.39452603459358215,1.9630753993988037
1e-06,8,60,0.5736767053604126,1.7618417739868164,0.4255674183368683,3.0050437450408936
1e-06,8,75,0.5569384694099426,1.7603118419647217,0.45093458890914917,2.6304845809936523
1e-06,8,90,0.42789700627326965,1.658033013343811,0.38017356395721436,1.9844001531600952
1e-06,8,105,0.42832618951797485,1.6307071447372437,0.3891855776309967,1.9740349054336548
1e-06,8,120,0.43090128898620605,1.577072024345398,0.3898531496524811,2.0654308795928955
1e-06,8,135,0.49542203545570374,1.5135161876678467,0.39118826389312744,2.0466461181640625
1e-06,16,15,0.42703863978385925,1.629563570022583,0.34145528078079224,2.1023941040039062
1e-06,16,30,0.568955659866333,1.616225242614746,0.4539385735988617,2.5183746814727783
1e-06,16,45,0.36580830812454224,1.77741539478302,0.34045395255088806,1.9942785501480103
1e-06,16,60,0.4074392020702362,1.700871229171753,0.3568090796470642,2.0381433963775635
1e-06,16,75,0.38783976435661316,1.7758480310440063,0.35213619470596313,1.9535987377166748
1e-06,16,90,0.5327610969543457,2.0242300033569336,0.45827770233154297,2.8331243991851807
1e-06,16,105,0.4565092921257019,1.545477271080017,0.35914552211761475,2.132634162902832
1e-06,16,120,0.3190271854400635,1.782717227935791,0.26201602816581726,2.1256308555603027
1e-06,16,135,0.5022889971733093,1.943104863166809,0.4098798334598541,2.7293708324432373
1e-06,32,15,0.4487839639186859,1.5959264039993286,0.3888517916202545,1.9446262121200562
1e-06,32,30,0.4466380476951599,1.5987896919250488,0.37349799275398254,2.0347156524658203
1e-06,32,45,0.4693848490715027,1.579627275466919,0.3925233781337738,2.1069931983947754
1e-06,32,60,0.4130185842514038,1.660718560218811,0.3648197650909424,1.9621484279632568
1e-06,32,75,0.4100143015384674,1.6434646844863892,0.3508010804653168,1.941555380821228
1e-06,32,90,0.5653791427612305,2.054537057876587,0.45961281657218933,3.219460964202881
1e-06,32,105,0.5692417621612549,1.8142014741897583,0.4502670168876648,2.920323371887207
1e-06,32,120,0.43562230467796326,1.621233344078064,0.39819759130477905,1.966679573059082
1e-06,32,135,0.5585121512413025,1.9143341779708862,0.45560747385025024,3.10442852973938
1e-06,64,15,0.318311870098114,1.8688491582870483,0.2640186846256256,2.1086792945861816
1e-06,64,30,0.5636623501777649,1.712114691734314,0.44526034593582153,2.9379634857177734
1e-06,64,45,0.4477825462818146,1.5862712860107422,0.3991989195346832,1.9950382709503174
1e-06,64,60,0.41230329871177673,1.7103711366653442,0.3748331069946289,1.9967217445373535
1e-06,64,75,0.4256080090999603,1.6523600816726685,0.3995327055454254,2.017025947570801
1e-06,64,90,0.5533619523048401,1.564864993095398,0.43457943201065063,2.388822078704834
1e-06,64,105,0.42145922780036926,1.6506046056747437,0.3491321802139282,2.0491480827331543
1e-06,64,120,0.5470672249794006,1.6734029054641724,0.4248998761177063,2.6823537349700928
1e-06,64,135,0.5427753925323486,1.8166637420654297,0.45093458890914917,2.8554508686065674
1e-06,128,15,0.5683833956718445,1.619679570198059,0.457610160112381,2.5140819549560547
1e-06,128,30,0.3595135807991028,1.798799753189087,0.31909212470054626,2.140115976333618
1e-06,128,45,0.45150214433670044,1.6509206295013428,0.38484644889831543,2.102036714553833
1e-06,128,60,0.5371959805488586,1.6511218547821045,0.4245660901069641,2.477006196975708
1e-06,128,75,0.4095851182937622,1.6412893533706665,0.364152193069458,1.988120198249817
1e-06,128,90,0.40200287103652954,1.6976525783538818,0.34879839420318604,2.064542055130005
1e-06,128,105,0.5566523671150208,1.7652488946914673,0.4432576894760132,2.8049545288085938
1e-06,128,120,0.4547925591468811,1.609175682067871,0.371161550283432,2.088376760482788
1e-06,128,135,0.37868383526802063,1.7706278562545776,0.34445926547050476,1.9898738861083984
